id;reputation;expert;questions;countQuestionsAnswered;avgQuestionsDownVote;stdQuestionsDownVote;varQuestionsDownVote;minQuestionsDownVote;maxQuestionsDownVote;sumQuestionsDownVote;avgQuestionsUpVote;stdQuestionsUpVote;varQuestionsUpVote;minQuestionsUpVote;maxQuestionsUpVote;sumQuestionsUpVote;avgQuestionsViewCount;stdQuestionsViewCount;varQuestionsViewCount;minQuestionsViewCount;maxQuestionsViewCount;sumQuestionsViewCount;avgQuestionsScore;stdQuestionsScore;varQuestionsScore;minQuestionsScore;maxQuestionsScore;sumQuestionsScore;avgQuestionsAnswerCount;stdQuestionsAnswerCount;varQuestionsAnswerCount;minQuestionsAnswerCount;maxQuestionsAnswerCount;sumQuestionsAnswerCount;minQuestionsCreationDate;maxQuestionsCreationDate;minQuestionsLastActivityDate;maxQuestionsLastActivityDate;avgQuestionsTitleChar;stdQuestionsTitleChar;varQuestionsTitleChar;minQuestionsTitleChar;maxQuestionsTitleChar;sumQuestionsTitleChar;avgQuestionsBodyChar;stdQuestionsBodyChar;varQuestionsBodyChar;minQuestionsBodyChar;maxQuestionsBodyChar;sumQuestionsBodyChar;avgAnswersDownVote;stdAnswersDownVote;varAnswersDownVote;minAnswersDownVote;maxAnswersDownVote;sumAnswersDownVote;avgAnswersUpVote;stdAnswersUpVote;varAnswersUpVote;minAnswersUpVote;maxAnswersUpVote;sumAnswersUpVote;avgAnswersScore;stdAnswersScore;varAnswersScore;minAnswersScore;maxAnswersScore;sumAnswersScore;minAnswersCreationDate;maxAnswersCreationDate;minAnswersLastActivityDate;maxAnswersLastActivityDate;avgAnswersBodyChar;stdAnswersBodyChar;varAnswersBodyChar;minAnswersBodyChar;maxAnswersBodyChar;sumAnswersBodyChar;answers;countAnswersAccepted;question_comments;avgQuestionCommentScore;stdQuestionCommentScore;varQuestionCommentScore;minQuestionCommentScore;maxQuestionCommentScore;sumQuestionCommentScore;minQuestionCommentCreationDate;maxQuestionCommentCreationDate;avgQuestionCommentBodyChar;stdQuestionCommentBodyChar;varQuestionCommentBodyChar;minQuestionCommentBodyChar;maxQuestionCommentBodyChar;sumQuestionCommentBodyChar;answer_comments;avgAnswerCommentScore;stdAnswerCommentScore;varAnswerCommentScore;minAnswerCommentScore;maxAnswerCommentScore;sumAnswerCommentScore;minAnswerCommentCreationDate;maxAnswerCommentCreationDate;avgAnswerCommentBodyChar;stdAnswerCommentBodyChar;varAnswerCommentBodyChar;minAnswerCommentBodyChar;maxAnswerCommentBodyChar;sumAnswerCommentBodyChar
69;9094;yes;25;25;0.0400;0.19595917942265426;0.038400000000000004;0;1;1;16.4000;20.181179351068657;407.2799999999999;2;86;410;4406.4800;12050.35788388046;145211125.1296;44;59476;110162;16.3600;20.192830410816608;407.7504;2;86;409;1.8000;1.131370849898476;1.2799999999999998;1;5;45;2011-12-14 21:34:01;2015-06-26 08:47:35;2011-12-15 02:40:30;2016-02-08 08:29:13;67.2000;19.76663856096934;390.72;37;111;1680;894.1200;445.77719277684;198717.3056;323;2083;22353;0.0946;0.33566871211822213;0.11267348429510587;0;2;7;8.4730;9.656566136044946;93.24926953981002;1;56;627;8.3784;9.571498657970578;91.61358655953256;1;56;620;2011-12-18 17:53:40;2015-06-28 19:58:21;2011-12-19 09:47:26;2015-07-21 05:09:28;1616.3514;1198.3878182953608;1436133.3630387147;247;8519;119610;74;44;201;1.2189;3.6869867695485112;13.593871438825767;0;47;245;2011-12-19 08:49:06;2015-12-15 23:07:03;182.3731;121.35792657635633;14727.746342912296;19;612;36657;167;0.8503;1.4707883849259804;2.163218473233174;0;9;142;2011-12-19 12:15:48;2016-02-29 19:48:05;170.2515;124.52822196844072;15507.278066621242;18;682;28432
107;8486;yes;3;3;1.0000;1.4142135623730951;2;0;3;3;12.6667;3.8586123009300755;14.888888888888891;9;18;38;2817.0000;2185.353060720395;4775768;223;5569;8451;11.6667;4.921607686744467;24.222222222222225;6;18;35;2.3333;1.247219128924647;1.5555555555555556;1;4;7;2011-12-15 13:47:46;2012-01-03 15:57:56;2012-01-01 16:03:44;2015-09-09 18:44:56;61.6667;10.530379332620875;110.88888888888887;51;76;185;387.3333;41.071752931776466;1686.8888888888887;343;442;1162;0.0294;0.1689577248981773;0.028546712802768166;0;1;3;7.2647;6.092307059370175;37.11620530565167;1;36;741;7.2353;6.073369176066026;36.88581314878893;1;36;738;2011-12-15 16:16:29;2016-02-11 23:46:49;2011-12-15 16:16:29;2016-02-11 23:46:49;1221.1863;935.9805881428516;876059.6613802385;152;5308;124561;102;57;224;1.0982;1.4358908473523335;2.0617825255102025;0;7;246;2011-12-15 22:27:50;2016-04-23 16:15:16;143.0714;88.23024002632002;7784.575255102042;19;501;32048;105;1.1810;2.6287094511727256;6.910113378684812;0;21;124;2011-12-15 20:17:16;2016-01-27 20:25:02;152.0000;116.14235927966858;13489.047619047618;20;693;15960
1231;7783;yes;1;1;0.0000;0;0;0;0;0;4.0000;0;0;4;4;4;1945.0000;0;0;1945;1945;1945;4.0000;0;0;4;4;4;1.0000;0;0;1;1;1;2012-10-15 21:15:20;2012-10-15 21:15:20;2012-11-13 19:06:19;2012-11-13 19:06:19;64.0000;0;0;64;64;64;1587.0000;0;0;1587;1587;1587;0.0873;0.30911654117699117;0.09555303602922648;0;2;11;5.1746;4.436642812499582;19.683799445704203;0;21;652;5.0873;4.431166389982639;19.63523557571177;0;21;641;2012-08-08 13:33:05;2015-09-22 10:33:07;2012-08-08 13:33:05;2016-04-26 06:25:38;2041.2778;1472.7022546244755;2168851.930776013;152;9677;257201;126;60;80;1.1250;1.477963125385745;2.1843749999999997;0;7;90;2012-08-18 01:31:18;2015-10-09 10:22:42;255.5875;134.4191851773771;18068.517343749998;46;607;20447;102;0.5392;1.0907055517133184;1.1896386005382544;0;6;55;2012-08-16 02:02:45;2016-04-25 21:17:36;334.1373;185.3465243868046;34353.33410226835;15;644;34082
430;7703;yes;10;10;0.0000;0;0;0;0;0;12.7000;4.980963762164908;24.81;6;24;127;6841.6000;13018.19252584628;169473336.63999996;179;45427;68416;12.7000;4.980963762164908;24.81;6;24;127;2.5000;1.4317821063276353;2.05;1;5;25;2012-02-03 15:08:20;2012-06-10 08:09:11;2012-02-04 10:21:40;2016-02-15 19:10:28;63.8000;19.430903221415104;377.55999999999983;34;93;638;581.8000;303.0408553314223;91833.76;171;1283;5818;0.0682;0.25205764787294127;0.06353305785123965;0;1;3;14.8182;14.697360194749765;216.01239669421486;1;94;652;14.7500;14.72030910001553;216.68750000000003;0;94;649;2012-01-31 16:22:36;2014-06-02 15:55:51;2012-01-31 18:00:57;2014-10-09 12:00:19;2604.4545;1989.0488870831232;3956315.4752066107;213;9485;114596;44;29;59;0.9322;1.6453777762049622;2.707268026429187;0;9;55;2012-02-02 15:29:47;2014-01-04 00:19:04;191.9661;122.13079486474628;14915.931054294737;36;597;11326;135;0.5556;1.268809104321795;1.6098765432098758;0;8;75;2012-01-31 21:23:46;2016-02-16 01:31:16;209.9704;143.8739644293003;20699.717640603565;19;692;28346
948;7591;yes;10;9;0.2000;0.4;0.16;0;1;2;5.2000;5.2497618993626745;27.559999999999995;0;19;52;1734.5000;3577.8359171432107;12800909.850000001;29;12376;17345;5.0000;5.019960159204453;25.2;0;18;50;1.5000;0.5;0.25;1;2;15;2013-02-05 17:55:57;2016-05-01 15:29:01;2013-02-09 19:20:51;2016-05-01 15:38:33;60.3000;18.039124147252824;325.40999999999997;28;85;603;1695.4000;952.7739710970278;907778.24;501;3111;16954;0.0850;0.3782953236205956;0.14310735187321114;0;3;13;3.9542;4.906098471578423;24.069802212824133;0;40;605;3.8693;4.827336117664555;23.303173992908704;0;40;592;2012-06-01 13:14:25;2016-05-02 16:55:14;2012-06-01 13:52:30;2016-05-02 16:55:14;1625.4575;1170.0524148190525;1369022.6534238963;210;5584;248695;153;79;598;0.8696;1.520113799953884;2.310745964810237;0;20;520;2012-12-01 11:39:41;2016-05-03 17:08:28;244.5702;170.14486523989993;28949.275167503707;15;792;146253;257;0.5642;1.289271295220434;1.6622204726793754;0;14;145;2012-11-09 02:22:39;2016-05-03 12:31:27;255.3035;179.92251171323568;32372.110221199426;16;653;65613
4101;7383;yes;0;0;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;0.0211;0.14380688631452207;0.02068042055147788;0;1;3;4.1408;4.4903520193507065;20.163261257686965;0;44;588;4.1197;4.491748921228221;20.17580837135489;0;44;585;2013-07-24 18:36:30;2015-10-05 14:35:43;2013-07-24 18:36:30;2015-11-26 14:43:52;1456.9930;857.7734483433262;735775.2886828008;261;4675;206893;142;93;89;0.6966;1.0211746307866754;1.0427976265623027;0;6;62;2013-07-30 11:00:42;2015-10-09 14:23:10;199.2135;131.3361303832554;17249.179144047466;18;614;17730;86;0.4651;0.9111413034492899;0.830178474851271;0;5;40;2013-07-26 21:18:11;2015-10-26 11:44:44;199.3837;135.8735020973596;18461.608572201185;15;700;17147
6;6781;yes;21;20;0.1429;0.3499271061118826;0.12244897959183675;0;1;3;8.4762;3.698378635990019;13.678004535147393;2;17;178;3393.3810;6116.493879559171;37411497.3786848;75;28052;71261;8.3333;3.6427793331248144;13.269841269841269;2;17;175;1.6667;0.8357108940373449;0.6984126984126983;0;4;35;2011-12-15 06:36:53;2015-01-22 17:28:26;2012-01-03 23:44:33;2015-06-19 04:07:43;70.4286;20.52773136764121;421.3877551020409;30;119;1479;694.0952;318.63890665527197;101530.75283446713;361;1458;14576;0.0411;0.19851201022177314;0.03940701820228936;0;1;3;7.0822;10.141132065980525;102.84255957965844;1;81;517;7.0411;10.045701535829613;100.91611934696944;1;80;514;2011-12-14 19:32:23;2016-01-13 18:37:12;2011-12-14 19:39:44;2016-01-13 18:37:12;1134.2603;603.8481852979243;364632.6308875963;205;3702;82801;73;41;162;1.0247;1.4442333917775603;2.0858100899253156;0;7;166;2011-12-14 19:40:25;2016-04-16 10:19:02;206.1173;98.03088363219776;9610.054145709497;60;495;33391;56;0.8393;1.1768114564711003;1.3848852040816322;0;6;47;2011-12-15 18:49:53;2016-04-30 06:10:57;207.5000;88.79370151407942;7884.321428571429;58;524;11620
6307;6147;yes;2;1;0.0000;0;0;0;0;0;11.0000;8;64;3;19;22;872.5000;486.5;236682.25;386;1359;1745;11.0000;8;64;3;19;22;0.5000;0.5;0.25;0;1;1;2015-03-22 00:49:15;2015-07-09 15:02:42;2015-03-22 00:49:15;2015-07-10 15:47:54;42.5000;4.5;20.25;38;47;85;1115.0000;297;88209;818;1412;2230;0.0076;0.0870362919923006;0.00757531612376901;0;1;1;3.5802;3.719053886239403;13.831361808752405;0;29;469;3.5725;3.723313254770172;13.863061593147252;0;29;468;2014-04-10 20:41:00;2015-11-07 15:53:45;2014-04-10 20:41:00;2015-11-07 15:53:45;1383.3511;1446.1250773334173;2091277.739292582;166;8871;181219;131;72;434;0.7995;1.5069423889694804;2.2708753636730448;0;16;347;2014-04-20 01:35:15;2015-11-04 22:13:03;164.0069;119.91927948737487;14380.633592771126;15;614;71179;190;0.4895;1.0194914815173428;1.0393628808864264;0;8;93;2014-04-17 23:19:01;2015-11-06 16:57:23;164.3316;138.28905864027055;19123.863739612185;15;619;31223
115;6011;yes;4;4;0.0000;0;0;0;0;0;8.2500;2.277608394786075;5.1875;6;11;33;762.0000;387.92718388893553;150487.5;362;1377;3048;8.2500;2.277608394786075;5.1875;6;11;33;1.7500;0.82915619758885;0.6875;1;3;7;2011-12-30 08:26:00;2012-02-26 04:54:20;2012-01-15 18:05:37;2012-09-14 17:20:02;43.7500;5.5396299515400855;30.687500000000007;39;53;175;518.2500;423.29090174488744;179175.18749999997;192;1246;2073;0.0267;0.16110727964792762;0.025955555555555555;0;1;2;7.0400;5.473426714591143;29.958399999999994;1;30;528;7.0133;5.480859624385778;30.039822222222217;1;30;526;2011-12-15 10:17:15;2014-08-24 17:09:23;2011-12-15 10:17:15;2015-08-03 16:44:11;2595.3867;1939.1948012398225;3760476.477155555;221;9161;194654;75;39;345;1.1188;1.8447948994297392;3.4032682209619813;0;13;386;2011-12-15 04:34:12;2015-05-01 04:01:23;207.9884;147.9831752444498;21899.02015542954;17;843;71756;346;0.5983;1.1085049030341665;1.228783120050787;0;8;207;2011-12-15 05:13:12;2015-05-05 16:03:08;213.7514;144.3542590064022;20838.15209328745;15;673;73958
6422;6008;yes;0;0;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;0.0720;0.2584879107424562;0.066816;0;1;9;3.9760;4.1942131562427765;17.591423999999993;1;39;497;3.9040;4.11129955123681;16.902783999999997;1;38;488;2014-04-20 15:42:02;2015-09-20 16:56:27;2014-04-22 19:17:06;2015-09-20 16:56:27;2013.1360;1288.9253715805273;1661328.6135040005;339;9220;251642;125;63;18;0.5000;1.2133516482134197;1.4722222222222223;0;5;9;2014-05-04 15:34:55;2015-09-15 13:53:26;169.1111;117.50597568203779;13807.654320987655;52;530;3044;14;0.5000;0.6267831705280087;0.39285714285714285;0;2;7;2014-04-22 05:08:59;2014-08-03 14:52:27;171.0000;102.25667983769361;10456.428571428574;28;392;2394
